Rank,Release Group,Worldwide,Domestic,Foreign,Year,Domestic %,Foreign %
7937,Blackboards,41772,23520,18252,2002,0.5630565929330652,0.4369434070669348
7938,The Road Within,41760,0,41760,2015,0.0,1.0
7939,Adored,41703,41703,0,2004,1.0,0.0
7940,Union,41656,41656,0,2019,1.0,0.0
7941,Kalakalappu,41624,30949,10675,2012,0.7435373822794542,0.25646261772054585
7942,Death of a Superhero,41575,607,40968,2012,0.014600120264582081,0.9853998797354179
7943,The Settlers,41562,41562,0,2017,1.0,0.0
7944,Jonathan,41558,0,41558,2018,0.0,1.0
7945,Holla II,41537,41537,0,2013,1.0,0.0
7946,My Mother's Smile 2005 Re-release,41432,41432,0,2005,1.0,0.0
7947,Censored Voices,41260,41260,0,2015,1.0,0.0
7948,Steve McQueen: The Man & Le Mans,41203,6843,34360,2015,0.16608013979564595,0.833919860204354
7949,Vlad,41176,0,41176,2004,0.0,1.0
7950,The Comedy,41113,41113,0,2012,1.0,0.0
7951,Karl Marx City,41072,41072,0,2017,1.0,0.0
7952,Blue Iguana,41050,0,41050,2018,0.0,1.0
7953,The Myth of the American Sleepover,41045,41045,0,2011,1.0,0.0
7954,Fat Kid Rules the World,41000,41000,0,2012,1.0,0.0
7955,Why Don't You Just Die!,40995,0,40995,2019,0.0,1.0
7956,Hell and Back Again,40949,40634,315,2011,0.9923075044567633,0.007692495543236709
7957,Tom Dowd & the Language of Music,40919,40919,0,2004,1.0,0.0
7958,Simon Magus,40861,40861,0,2001,1.0,0.0
7959,The Intruder,40853,40853,0,2005,1.0,0.0
7960,Hate Crime,40758,40758,0,2005,1.0,0.0
7961,Found Memories,40729,10575,30154,2012,0.25964300621179015,0.7403569937882098
7962,Shikari,40712,40712,0,2000,1.0,0.0
7963,Language of a Broken Heart,40645,40645,0,2013,1.0,0.0
7964,Mercedes Sosa: The Voice of Latin America,40643,2648,37995,2013,0.06515267081662279,0.9348473291833772
7965,Life and Nothing More,40581,24358,16223,2017,0.6002316354944432,0.3997683645055568
7966,Tying the Knot,40576,40576,0,2004,1.0,0.0
7967,My Flesh and Blood,40573,40573,0,2003,1.0,0.0
7968,The FP,40557,40557,0,2012,1.0,0.0
7969,Sex Is Comedy 2004 Re-release,40470,40470,0,2004,1.0,0.0
7970,CBGB,40400,40400,0,2013,1.0,0.0
7971,Terkel in Trouble 2010 Re-release,40385,40385,0,2010,1.0,0.0
7972,Committed,40361,40361,0,2000,1.0,0.0
7973,Zizek!,40331,20177,20154,2005,0.5002851404626714,0.4997148595373286
7974,Of Mind and Music,40322,15073,25249,2016,0.37381578294727447,0.6261842170527255
7975,Paan Singh Tomar,40311,40311,0,2012,1.0,0.0
7976,The Red Baron 2010 Re-release,40239,37189,3050,2010,0.9242028877457193,0.07579711225428068
7977,Teenage,40169,40169,0,2014,1.0,0.0
7978,On Her Shoulders,40145,28288,11857,2018,0.7046456594843692,0.29535434051563086
7979,Aniara,40124,40124,0,2019,1.0,0.0
7980,Margaret Cho: Assassin,40123,40123,0,2005,1.0,0.0
7981,Addiction Incorporated,40106,40106,0,2011,1.0,0.0
7982,Humor Me,40099,40099,0,2018,1.0,0.0
7983,Unrest,40081,40081,0,2017,1.0,0.0
7984,Ghost River 2004 Re-release,40029,40029,0,2004,1.0,0.0
7985,Louder Than a Bomb,40000,40000,0,2011,1.0,0.0
7986,Is That a Gun in Your Pocket?,39928,39928,0,2016,1.0,0.0
7987,Justice,39895,39895,0,2004,1.0,0.0
7988,The Short Game,39819,39819,0,2013,1.0,0.0
7989,Plot for Peace,39811,7051,32760,2013,0.17711185350782446,0.8228881464921756
7990,Freeze Frame,39663,1100,38563,2004,0.027733656052240124,0.9722663439477599
7991,Port of Shadows,39623,27389,12234,2012,0.6912399364005755,0.3087600635994246
7992,An Elephant Sitting Still,39599,32556,7043,2018,0.8221419732821535,0.17785802671784642
7993,Belle de Jour 2017 Re-release,39551,26331,13220,2017,0.6657480215418068,0.3342519784581932
7994,The Homeless Billionaire,39493,39493,0,2016,1.0,0.0
7995,Power Trip,39359,39359,0,2003,1.0,0.0
7996,Prophet's Prey,39347,39347,0,2015,1.0,0.0
7997,Child of God,39324,39324,0,2014,1.0,0.0
7998,"3 1/2 Minutes, 10 Bullets",39263,30407,8856,2015,0.7744441331533505,0.22555586684664952
7999,La Notte,39236,39236,0,2016,1.0,0.0
8000,Where Soldiers Come From,39201,39201,0,2011,1.0,0.0
8001,How to Make Money Selling Drugs,39192,39192,0,2013,1.0,0.0
8002,I Do Not Care If We Go Down in History as Barbarians,39171,11307,27864,2018,0.2886574251359424,0.7113425748640576
8003,The Expedition to the End of the World,39115,39115,0,2014,1.0,0.0
8004,Zilla and Zoe,39003,39003,0,2019,1.0,0.0
8005,I Used to Be Darker,38974,22214,16760,2013,0.5699697234053471,0.43003027659465287
8006,Herb & Dorothy 50X50,38933,38933,0,2013,1.0,0.0
8007,Shed of the Dead,38901,38901,0,2019,1.0,0.0
8008,The Son of Joseph,38774,30588,8186,2016,0.7888791458193635,0.2111208541806365
8009,Restored Me,38745,38745,0,2016,1.0,0.0
8010,Bluebeard,38696,33490,5206,2010,0.8654641306594997,0.1345358693405003
8011,Paul Williams Still Alive,38691,38691,0,2012,1.0,0.0
8012,Catching the Sun,38613,38613,0,2016,1.0,0.0
8013,A Rumor of Angels,38610,38610,0,2002,1.0,0.0
8014,The Year of the Yao,38585,35591,2994,2005,0.9224050796941817,0.07759492030581833
8015,Spa Night,38578,38578,0,2016,1.0,0.0
8016,Troublemakers: The Story of Land Art,38571,29462,9109,2016,0.7638381167198154,0.2361618832801846
8017,Divide and Conquer,38510,38510,0,2018,1.0,0.0
8018,Death by China,38492,38492,0,2012,1.0,0.0
8019,Multiple Maniacs,38403,33036,5367,2016,0.860245293336458,0.13975470666354192
8020,Araby,38399,38399,0,2018,1.0,0.0
8021,Batman Forever 2019 Re-release,38387,38014,373,2019,0.9902831687810978,0.009716831218902232
8022,Nine Nation Animation,38382,38382,0,2010,1.0,0.0
8023,The Blackcoat's Daughter,38348,20435,17913,2017,0.5328830708250756,0.46711692917492437
8024,Policeman,38263,11263,27000,2013,0.29435747327705614,0.7056425267229438
8025,No Intenso Agora,38223,24955,13268,2018,0.6528791565287916,0.3471208434712084
8026,Shadow Hours,38181,38181,0,2000,1.0,0.0
8027,Germans & Jews,38100,38100,0,2016,1.0,0.0
8028,The Legend of Pale Male,38083,38083,0,2010,1.0,0.0
8029,All About Lily Chou-Chou,38082,26485,11597,2002,0.6954729268420776,0.3045270731579224
8030,Gray Matter,38034,38034,0,2018,1.0,0.0
8031,Moscow Never Sleeps,38004,25306,12698,2016,0.6658772760762025,0.3341227239237975
8032,Band of Outsiders 2016 Re-release,38004,38004,0,2016,1.0,0.0
8033,The Crime of Monsieur Lange,38002,36438,1564,2017,0.9588442713541393,0.04115572864586074
8034,Russian Ark 2013 Re-release,37984,37984,0,2013,1.0,0.0
8035,Bollywood/Hollywood 2003 Re-release,37962,37962,0,2003,1.0,0.0
8036,Adult World,37887,25368,12519,2014,0.6695700372159316,0.3304299627840684
8037,I Am the Blues,37849,37849,0,2017,1.0,0.0
8038,The Heart of Nuba,37788,37788,0,2018,1.0,0.0
8039,Out 1,37743,31539,6204,2015,0.835625149034258,0.164374850965742
8040,Mumia: Long Distance Revolutionary,37731,37731,0,2013,1.0,0.0
8041,Millennium Actress,37641,37641,0,2003,1.0,0.0
8042,Krystal,37516,37516,0,2018,1.0,0.0
8043,News from Planet Mars,37507,310,37197,2016,0.008265123843549204,0.9917348761564508
8044,Incident at Loch Ness,37493,37493,0,2004,1.0,0.0
8045,Big Sur,37466,37466,0,2013,1.0,0.0
8046,Match 2015 Re-release,37285,37285,0,2015,1.0,0.0
8047,Memory: The Origins of Alien,37272,31378,5894,2019,0.8418652071259927,0.1581347928740073
8048,Savannah,37240,37240,0,2013,1.0,0.0
8049,This Thing of Ours,37227,37227,0,2003,1.0,0.0
8050,Benjamin Smoke,37111,37111,0,2000,1.0,0.0
8051,Small Group,37058,37058,0,2018,1.0,0.0
8052,24 Frames,37045,34482,2563,2018,0.9308138750168714,0.06918612498312862
8053,The Quiet One,37010,37010,0,2019,1.0,0.0
8054,Pavilion of Women,36992,36992,0,2001,1.0,0.0
8055,Children of Paradise 2012 Re-release,36986,36986,0,2012,1.0,0.0
8056,Grey Gardens,36923,36923,0,2015,1.0,0.0
8057,Kurukshetra,36890,36890,0,2000,1.0,0.0
8058,Trust Fund,36885,36885,0,2016,1.0,0.0
8059,The Death of Dick Long,36856,36856,0,2019,1.0,0.0
8060,Sister Code,36676,36676,0,2015,1.0,0.0
8061,Mind Game,36613,36613,0,2018,1.0,0.0
8062,Bending the Arc,36586,21907,14679,2017,0.5987809544634559,0.40121904553654403
8063,Yoga Hosers,36585,0,36585,2016,0.0,1.0
8064,Hit So Hard,36576,34025,2551,2012,0.9302548118985127,0.06974518810148732
8065,For Those Who Don't Read Me,36506,36506,0,2018,1.0,0.0
8066,Cherry,36465,11362,25103,2010,0.31158645276292335,0.6884135472370766
8067,The Servant,36463,36463,0,2013,1.0,0.0
8068,The Umbrellas of Cherbourg,36432,28030,8402,2004,0.7693785682916118,0.23062143170838822
8069,From Here to Eternity,36416,36416,0,2003,1.0,0.0
8070,Unexpected,36402,23986,12416,2015,0.6589198395692545,0.34108016043074557
8071,How to Let Go of the World: and Love All the Things Climate Can't Change,36386,36386,0,2016,1.0,0.0
8072,Welcome to Leith,36380,36010,370,2015,0.9898295766904893,0.01017042330951072
8073,Mansome,36280,36280,0,2012,1.0,0.0
8074,Loosies,36145,3519,32626,2012,0.09735786415825148,0.9026421358417485
8075,Touchy Feely,36128,36128,0,2013,1.0,0.0
8076,Dirty Love,36099,36099,0,2005,1.0,0.0
8077,Le Corbeau,36089,36089,0,2018,1.0,0.0
8078,Jiminy Glick in Lalawood,36039,36039,0,2005,1.0,0.0
8079,Brimstone & Glory,36036,32059,3977,2017,0.8896381396381396,0.11036186036186037
8080,"Kill Me, Deadly",36027,36027,0,2016,1.0,0.0
8081,Not Cool,36026,36026,0,2014,1.0,0.0
8082,Almost Friends,35842,1481,34361,2017,0.04132023882595837,0.9586797611740416
8083,The House of Tomorrow,35821,35821,0,2018,1.0,0.0
8084,Bangkok Revenge,35784,35784,0,2012,1.0,0.0
8085,The Road Movie,35757,35757,0,2018,1.0,0.0
8086,Good Manners,35714,31177,4537,2018,0.8729629837038696,0.12703701629613037
8087,Paul Goodman Changed My Life,35671,35671,0,2011,1.0,0.0
8088,Far Out Isn't Far Enough: The Tomi Ungerer Story,35647,35647,0,2013,1.0,0.0
8089,After Freedom,35639,35639,0,2004,1.0,0.0
8090,Loro,35613,35613,0,2019,1.0,0.0
8091,M 2013 Re-release,35566,35566,0,2013,1.0,0.0
8092,Guy and Madeline on a Park Bench,35556,35556,0,2010,1.0,0.0
8093,Finders Keepers,35555,35555,0,2015,1.0,0.0
8094,The Event,35554,35554,0,2003,1.0,0.0
8095,PGS: Intuition Is Your Personal Guidance System,35423,35423,0,2018,1.0,0.0
8096,Kinyarwanda,35412,35412,0,2011,1.0,0.0
8097,Max and the Junkmen,35387,35387,0,2012,1.0,0.0
8098,Le Jour Se Leve,35321,35321,0,2014,1.0,0.0
8099,Growing Up Smith,35312,35312,0,2017,1.0,0.0
8100,The Decent One,35282,21327,13955,2014,0.6044725355705459,0.39552746442945413
8101,Underdogs,35271,35271,0,2013,1.0,0.0
8102,Rat Film,35195,35195,0,2017,1.0,0.0
8103,Ága,35178,35178,0,2019,1.0,0.0
8104,That Man from Rio,35144,35144,0,2014,1.0,0.0
8105,"Goodbye, Dragon Inn",35120,35120,0,2004,1.0,0.0
8106,When Harry Tries to Marry,35100,35100,0,2011,1.0,0.0
8107,The Girl,35048,35048,0,2013,1.0,0.0
8108,Hotel,34971,29813,5158,2003,0.8525063624145721,0.14749363758542794
8109,A Decade Under the Influence,34837,34837,0,2003,1.0,0.0
8110,Campfire,34835,34835,0,2005,1.0,0.0
8111,Beneath the Harvest Sky,34768,34768,0,2014,1.0,0.0
8112,This Ain't No Mouse Music,34754,34754,0,2014,1.0,0.0
8113,Comic-Con Episode IV: A Fan's Hope,34665,34665,0,2012,1.0,0.0
8114,The Old Dark House,34649,25678,8971,2017,0.7410892089237785,0.25891079107622156
8115,Showboy,34646,34646,0,2004,1.0,0.0
8116,Sophie and the Rising Sun,34630,34630,0,2017,1.0,0.0
8117,Le Trou,34588,34588,0,2017,1.0,0.0
8118,Orchestra of Exiles,34577,34577,0,2012,1.0,0.0
8119,Rakuen Tsuiho: Expelled from Paradise,34510,34510,0,2014,1.0,0.0
8120,Cosmos,34393,25856,8537,2015,0.7517808856453349,0.2482191143546652
8121,Pierrot le Fou 2015 Re-release,34371,34371,0,2015,1.0,0.0
8122,Holy Hell,34366,34366,0,2018,1.0,0.0
8123,Off the Rails,34249,34249,0,2016,1.0,0.0
8124,Rocks in My Pockets,34236,34236,0,2014,1.0,0.0
8125,Martin & Orloff,34222,34222,0,2003,1.0,0.0
8126,Just Like a Woman,34206,11403,22803,2013,0.3333625679705315,0.6666374320294686
8127,Dave Made a Maze,34117,34117,0,2017,1.0,0.0
8128,Beautiful Darling,34096,34096,0,2011,1.0,0.0
8129,Kilo Two Bravo,34017,7891,26126,2015,0.23197224916953288,0.7680277508304671
8130,Bert Stern: Original Madman,34005,34005,0,2013,1.0,0.0
8131,Maui,33953,33953,0,2018,1.0,0.0
8132,Killer Unicorn,33901,33901,0,2019,1.0,0.0
8133,Signs & Wonders,33842,33842,0,2001,1.0,0.0
8134,Moonlight Sonata: Deafness in Three Movements,33823,33823,0,2019,1.0,0.0
8135,It Felt Like Love,33817,33817,0,2014,1.0,0.0
8136,Closed Curtain,33735,28098,5637,2014,0.8329035126722988,0.1670964873277012
8137,Below Her Mouth,33673,0,33673,2017,0.0,1.0
8138,The Turandot Project,33504,33504,0,2001,1.0,0.0
8139,Making the Boys,33443,33443,0,2011,1.0,0.0
8140,The Winding Stream,33420,33420,0,2015,1.0,0.0
8141,Final Girl,33411,0,33411,2015,0.0,1.0
8142,"Distant Voices, Still Lives 2018 Re-release",33301,5234,28067,2018,0.15717245728356505,0.8428275427164349
8143,Running from Crazy,33300,33300,0,2013,1.0,0.0
8144,Life: A User's Manual,33236,33236,0,2001,1.0,0.0
8145,Daddy Longlegs,33217,21766,11451,2010,0.6552668814161423,0.3447331185838577
8146,Wasted! The Story of Food Waste,33211,33211,0,2017,1.0,0.0
8147,Love & Taxes,33150,33150,0,2017,1.0,0.0
8148,American Teacher,33144,33144,0,2011,1.0,0.0
8149,Super Dark Times,33109,33109,0,2017,1.0,0.0
8150,Dislecksia: The Movie,33066,33066,0,2013,1.0,0.0
8151,Meet Monica Velour,33042,33042,0,2011,1.0,0.0
8152,Ahead of Time: The Extraordinary Journey of Ruth Gruber,33024,33024,0,2010,1.0,0.0
8153,Albatross,32992,0,32992,2011,0.0,1.0
8154,Being Charlie,32964,30400,2564,2016,0.9222181774056547,0.07778182259434535
8155,Spoken Word,32961,32961,0,2010,1.0,0.0
8156,The Intervention,32919,32919,0,2016,1.0,0.0
8157,Smile,32833,32833,0,2005,1.0,0.0
8158,No Home Movie,32757,32757,0,2016,1.0,0.0
8159,L'Age d'Or,32712,32712,0,2004,1.0,0.0
8160,The Nun,32659,30245,2414,2018,0.9260846933463976,0.07391530665360238
8161,Boesman and Lena,32625,32625,0,2000,1.0,0.0
8162,Sollers Point,32608,32608,0,2018,1.0,0.0
8163,The Day I Saw Your Heart 2012 Re-release,32567,3546,29021,2012,0.10888322535081524,0.8911167746491847
8164,Spettacolo,32494,32494,0,2017,1.0,0.0
8165,Boxing Gym,32476,32476,0,2010,1.0,0.0
8166,Rurouni Kenshin Part I: Origins 2016 Re-release,32445,32445,0,2016,1.0,0.0
8167,An Acceptable Loss,32427,32427,0,2019,1.0,0.0
8168,Brotherhood,32416,19722,12694,2010,0.6084032576505429,0.39159674234945707
8169,10E,32413,32413,0,2019,1.0,0.0
8170,Beetle Queen Conquers Tokyo,32308,32308,0,2010,1.0,0.0
8171,Living in Emergency,32208,32208,0,2010,1.0,0.0
8172,The Hero of Color City,32188,32188,0,2014,1.0,0.0
8173,Goodland,32140,32140,0,2018,1.0,0.0
8174,The Weekend,32050,32050,0,2000,1.0,0.0
8175,Shooting the Mafia,32042,10881,21161,2019,0.33958554397353474,0.6604144560264653
8176,Desolation Center,32016,32016,0,2019,1.0,0.0
8177,Last Life in the Universe,32014,32014,0,2004,1.0,0.0
8178,"Rio, I Love You 2016 Re-release",31982,31982,0,2016,1.0,0.0
8179,Moynihan,31970,31970,0,2018,1.0,0.0
8180,District of Corruption,31954,31954,0,2012,1.0,0.0
8181,Reel Paradise,31918,31918,0,2005,1.0,0.0
8182,Going Shopping,31908,31908,0,2005,1.0,0.0
8183,Amira & Sam,31849,31849,0,2015,1.0,0.0
8184,Paths of the Soul,31747,31747,0,2016,1.0,0.0
8185,180° South,31745,31745,0,2010,1.0,0.0
8186,At Berkeley,31736,31736,0,2013,1.0,0.0
8187,Aurora,31720,5677,26043,2011,0.1789722572509458,0.8210277427490542
8188,Glowing Eyes,31653,31653,0,2003,1.0,0.0
8189,Gift,31588,31588,0,2019,1.0,0.0
8190,Signature Move,31551,31551,0,2017,1.0,0.0
8191,The Cat Rescuers,31540,31540,0,2019,1.0,0.0
8192,The Passionate Thief,31539,31539,0,2014,1.0,0.0
8193,Musical Chairs,31478,31478,0,2012,1.0,0.0
8194,Celine and Julie Go Boating,31452,31452,0,2012,1.0,0.0
8195,Beyond the Farthest Star,31433,31433,0,2013,1.0,0.0
8196,Here,31428,26743,4685,2012,0.8509291078019601,0.14907089219803996
8197,Fabled,31425,31425,0,2004,1.0,0.0
8198,Sidemen: Long Road to Glory,31399,31399,0,2017,1.0,0.0
8199,Mudbound,31389,0,31389,2017,0.0,1.0
8200,Don Verdean,31309,31309,0,2015,1.0,0.0
8201,Bootmen,31288,31288,0,2000,1.0,0.0
8202,The Raspberry Reich,31211,31211,0,2004,1.0,0.0
8203,Buddy,31203,31203,0,2019,1.0,0.0
8204,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'",31135,31135,0,2011,1.0,0.0
8205,Small Town Murder Songs,31133,31133,0,2011,1.0,0.0
8206,7 Witches,31100,31100,0,2017,1.0,0.0
8207,White Irish Drinkers,31056,31056,0,2011,1.0,0.0
8208,Poor Boy,31031,31031,0,2018,1.0,0.0
8209,Chooch,31015,31015,0,2004,1.0,0.0
8210,"2 Autumns, 3 Winters",30985,5819,25166,2014,0.18780054865257384,0.8121994513474262
8211,The Seventh Fire,30977,30112,865,2016,0.9720760564289634,0.027923943571036575
8212,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),30975,30975,0,2010,1.0,0.0
8213,Gangster No. 1,30915,30915,0,2002,1.0,0.0
8214,Sans Soleil,30878,30878,0,2003,1.0,0.0
8215,Lamb,30844,14547,16297,2016,0.47163143561146414,0.5283685643885359
8216,Meet the Fokkens,30810,30810,0,2012,1.0,0.0
8217,Pasolini 2019 Re-release,30757,30757,0,2019,1.0,0.0
8218,Under the Skin of the City,30666,30666,0,2003,1.0,0.0
8219,Documented,30662,30662,0,2014,1.0,0.0
8220,Hide Away,30655,30655,0,2012,1.0,0.0
8221,The Chaperone,30514,0,30514,2011,0.0,1.0
8222,Gang of Roses,30497,30497,0,2003,1.0,0.0
8223,The Boondock Saints,30471,30471,0,2000,1.0,0.0
8224,Los Reyes,30418,30418,0,2019,1.0,0.0
8225,Dealt,30414,30414,0,2017,1.0,0.0
8226,These Birds Walk,30408,30408,0,2013,1.0,0.0
8227,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It 2017 Re-release",30380,19278,11102,2017,0.6345622119815668,0.3654377880184332
8228,The Take,30380,30380,0,2004,1.0,0.0
8229,Shanghai Red 2010 Re-release,30353,30353,0,2010,1.0,0.0
8230,Heavy Trip,30351,10153,20198,2018,0.33451945570162434,0.6654805442983757
8231,39 Pounds of Love,30330,28195,2135,2005,0.9296076491922189,0.07039235080778107
8232,Happy Christmas,30312,30312,0,2014,1.0,0.0
8233,No Greater Love,30247,30247,0,2017,1.0,0.0
8234,Down to the Bone,30241,30241,0,2005,1.0,0.0
8235,WMD: Weapons of Mass Deception,30210,30210,0,2004,1.0,0.0
8236,Cold Water,30209,30209,0,2018,1.0,0.0
8237,Army of Shadows 2015 Re-release,30190,30190,0,2015,1.0,0.0
8238,The Times of Harvey Milk,30187,13801,16386,2000,0.45718355583529335,0.5428164441647066
8239,Runoff,30186,30186,0,2015,1.0,0.0
8240,Paul Taylor: Creative Domain,30168,30168,0,2015,1.0,0.0
8241,Southern Baptist Sissies,30160,30160,0,2014,1.0,0.0
8242,In My Sleep,30158,30158,0,2010,1.0,0.0
8243,Lionel Richie at Glastonbury,30123,30123,0,2019,1.0,0.0
8244,Therapy for a Vampire 2016 Re-release,30115,30115,0,2016,1.0,0.0
8245,A Long Way Off,30104,30104,0,2014,1.0,0.0
8246,Manakamana,30029,30029,0,2014,1.0,0.0
8247,Cat Run,30000,30000,0,2011,1.0,0.0
8248,Evidence of a Haunting,29904,29904,0,2011,1.0,0.0
8249,Saint Misbehavin': The Wavy Gravy Movie,29893,29893,0,2010,1.0,0.0
8250,Praise,29874,29874,0,2000,1.0,0.0
8251,Lbs.,29866,29866,0,2010,1.0,0.0
8252,Brother 2012 Re-release,29864,29864,0,2012,1.0,0.0
8253,Long Shot: The Kevin Laue Story 2013 Re-release,29863,29863,0,2013,1.0,0.0
8254,A Fierce Green Fire: The Battle for A Living Planet,29817,29817,0,2013,1.0,0.0
8255,Uncertain,29736,29736,0,2017,1.0,0.0
8256,Multiple Sarcasms,29731,29731,0,2010,1.0,0.0
8257,Yellow Day,29656,29656,0,2014,1.0,0.0
8258,Memories of Underdevelopment 2018 Re-release,29647,29647,0,2018,1.0,0.0
8259,The Perfect Race,29644,29644,0,2019,1.0,0.0
8260,Dead Man's Burden,29634,29634,0,2013,1.0,0.0
8261,The Eyes of My Mother,29539,27099,2440,2016,0.9173973391110057,0.0826026608889942
8262,Little Fugitive 2013 Re-release,29505,29505,0,2013,1.0,0.0
8263,The Best Democracy Money Can Buy,29500,29500,0,2016,1.0,0.0
8264,The Dog Wedding,29495,29495,0,2016,1.0,0.0
8265,Redemption Road,29384,29384,0,2011,1.0,0.0
8266,Gypsy 83,29367,29367,0,2004,1.0,0.0
8267,Big Girls Don't Cry,29361,1238,28123,2003,0.04216477640407343,0.9578352235959265
8268,Empathy,29345,29345,0,2004,1.0,0.0
8269,Cousin Jules,29337,29337,0,2013,1.0,0.0
8270,Charm City,29335,29335,0,2018,1.0,0.0
8271,The Topp Twins: Untouchable Girls 2011 Re-release,29316,29316,0,2011,1.0,0.0
8272,Xenia 2015 Re-release,29274,3181,26093,2015,0.10866297738607639,0.8913370226139237
8273,Lemon,29258,29258,0,2017,1.0,0.0
8274,The Ground Beneath My Feet,29251,29251,0,2019,1.0,0.0
8275,Sinbad: Beyond the Veil of Mists,29245,29245,0,2000,1.0,0.0
8276,Time to Choose,29233,29233,0,2016,1.0,0.0
8277,Naked Fame,29220,29220,0,2005,1.0,0.0
8278,Daybreak,29081,6995,22086,2004,0.2405350572538771,0.7594649427461229
8279,Fire in the Blood,28994,28994,0,2013,1.0,0.0
8280,Othello,28980,28980,0,2014,1.0,0.0
8281,A Foreign Affair,28909,28909,0,2004,1.0,0.0
8282,Plush,28864,3080,25784,2013,0.10670731707317073,0.8932926829268293
8283,Teknolust,28811,28811,0,2003,1.0,0.0
8284,Two in the Wave,28808,28808,0,2010,1.0,0.0
8285,Batman & Robin 2019 Re-release,28793,28597,196,2019,0.9931927899142152,0.00680721008578474
8286,Rebels of the Neon God,28791,28791,0,2015,1.0,0.0
8287,Americons,28782,28782,0,2015,1.0,0.0
8288,Hearts and Minds,28754,28754,0,2004,1.0,0.0
8289,Nénette,28699,18009,10690,2010,0.627513153768424,0.372486846231576
8290,Hitler's Children,28663,28663,0,2012,1.0,0.0
8291,Band of Outsiders,28656,28656,0,2001,1.0,0.0
